id,name,brand
1,7878,CX
2,4040BT,CX
3,666BT,CX
4,9090BT,PZ
5,COOLER 1201,BUSH
6,555BT,CX
7,15000BT,PZ
8,9696BT,CX
9,4020BT,CX
10,16000BT,KENWA
11,COOLER DX TOWER,CX
12,COOLER PLAYER,BUSH
13,8700BT,PZ
14,4444BT,PZ
15,13000BT,KENWA
16,9010BT,CX
17,12000BT,PZ
18,9999BT,CX
19,COOLER THUNDER,CX
20,9898BT,PZ
21,WM 6500,BELTEK
22,9500BT,CX
23,1195BT,CX
24,LED 24,CX
25,7171,CX
26,1010BT,KENWA
27,WM 8200,SVL WM
28,TRALLY 1550,CX
29,4100,PZ
30,13001BT,Pizaro
31,9700bt,PZ
32,COOLER HURICANE,CX
33,9191BT,CX
34,9595BT,CX
35,WM8500,SVL WM
36,14000BT,CX
37,4050BT,CX
38,4092BT,PZ
39,6500,SVL WM
40,5000BT,CX
41,7676BT,PZ
42,LED24,BUSH
43,1185,KENWA
44,7474BT,CX
45,4855,PZ
46,8501BT,KENWA
47,10000BT,CX
48,COOLER TOWER 12,CX
49,660bt,KENWA
50, LED 32,SUNTECH
51, LED 32,PZ
52, LED 32,BUSH
53,LED 32,KENWA
54,LED 32SMART,PZ
55,LED 32,CX
56,LED 17,BUSH
57,LED 40,BUSH
58,4100BT,CX
59,COOLER OPTECH,BUSH
60,18000BT,CX
61,COOLER OPTECH,KENWA
62,LED 50,BUSH
63,FORCE18,KENWA
64,WM7800,SVL WM
65,LED 24,KENWA
66,LED 40,BELTEK
67,7777,CX
68,7575,CX
69,24LED,KENWA
70, 40LED,CX
71, 17LED,BUSH
72, 40LED,PZ
73,40LED,KENWA
74,4094BT,PZ
75,8585BT,KENWA
76,WM 6800,SVL WM
77,4377,CX
78,COOLER SKY MAX,CX
79,4010BT,PZ
80,LED 32,BELTEK
81,COOLER BOLTEN,BUSH
82,WM 9000,SVL WM
83,5002BT,CX
84,565BT,PZ
85,WM6500,SVL WM
86,OSCOROP COOLER JOY,CX
87,888BT,PZ
88,COOLER HURICANE,BUSH
89,LED 40,CX
90,808BT,CX
91,19 LED,BUSH
92,PLAYER COOLER,BUSH
93,COOLER BLAST ,BUSH
94,850 TRALLY,CX
95,COOLER ALPHINE,BUSH
96,WM8200 ,BELTEK
97,COOLER OZONE,BUSH
98,COOLER DESERT,BUSH
99,3000BT,CX
100,COOLER STROM,BUSH
101,4000,CX
102,COMPO FAN,CX
103,6092,CX
104,COOLER PILOT 18,CX
105,COOLER HILTON,BUSH
106,4877,CX
107,8000,CX
108,5252 ,CX
109,COOLER FCON,BUSH
110,COOLER FOCUS,CX
111,COOLER IRON,KENWA
112,LED 32 S,KENWA
113,COOLER,OSCAR
114,COOLER BOOM 16,CX
115,COOLER EURO,BUSH
116,COOLER CITY,BUSH
117,COOLER AIRCON,BUSH
118,7500BT,CX
119,4500,CX
120,7070BT,CX
121,COOLER SKY KING,CX
122,COOLER BOOM 12,CX
123,COOLER ICON,BUSH
124,6060 BT,CX
125,WM 9050,SVL WM
126,COOLER AMAZE,BUSH
127,COOLER JOY,BUSH
128,COOLER ORCHID,BUSH
129,COOLER OYSTER,BUSH
130,LED 24,SVL
131,COOLER FLOYED,BUSH
132,COOLER FIGGU,BUSH
133,COOLER PLANET ,BUSH
134, COOLER ORCHID,BUSH
135,CANDY FIRE,CX
136,COOLER HICON,BUSH
137,899 BT,CX
138,LED 50,BELTEK
139,COOLER 46,KENWA
140,COOLER PRIME,BUSH
141,OSCORP COOLER,BUSH
142,19000,CX
143,COOLER WONDER,BUSH
144,LED 19,BUSH
145,6100,CX
146, COOLER COSMOOS,BUSH
147,810BT,CX
148,6094,CX
149,860 TRALLY,CX
150,4800,CX
151,TRALLY 1515,CX
152,6500,CX
153,WM 6250,SVL
154,4110BT,CX
155,5454 BT,CX
156,25000BT,CX
157,1060 BT,CX
158,LED 32GLASS,CX
159,LED 16,SVL
160,LED 32 SMART,BUSH
161,11000,CX
162,TRALLY 150B,CX
163,LED 40 ,SVL
164,5050,CX
165,LED 32,OSCORP
166,LED 50,CX
167,LED 50,KENWA
168,LED 50,PZ
169,WM8600,SVL WM
170,5800,PZ
171,1111,CX
172,6881BT,CX
173,9292,CX
174,LED 24,BELTEK
175,4562,CX
176,7501 BT,CX
177,4141 BT,CX
178,5400,CX
179,COOLER KING,CX
180,9550  ,CX
181,818 BT,CX
182,5001 BT,CX
183,32 S,CX
184,LED 32 S,CX
185,LED 40 S,BUSH
186,LED 40 S ,CX
187,LED 40S ,PZ
188,LED 40 S ,KENWA
189,6565BT,CX
190,7272bt,CX
191,6098,CX
192,8001CX,CX
193,20000cx,CX
194,WM 8000 SVL,SVL
195,2600,CX
196,LED 19,CX
197,4052,CX
198,3100,CX
199,1212,CX
200,4242,CX
201,LED 17,KENWA
202,LED 40 SMART,OSCORP
203,LED 50 SMART ,BUSH
204,LED 19 ,PZ
205,505 BT,CX
206,LED 32 SMART,OSCORP
207,WM 8200,SUJICON
208,7100,CX
209,LED 50 SMART,KENWA
210,13000BT,CX
211,13000BT,PZ
212,6262,KENWA
213,6262,Cemex
214,6262,Pizaro
215,CELLING FAN THUNDER,KENWA
216,4092BT,Cemex
217,409,Pizaro
218,9500 M,Cemex
219,LED 32 SMART,EGG
220,LED 32,EGG
221,COOLER SLIM ,BUSH
222,COOLER FREEZE ,BUSH
223,LED 22,Cemex
224,COOLER JUPITER,BUSH
225,LED 55 SMART,BUSH
226,COOLER OXAN ,BUSH
227,COOLER CHILL,BUSH
228,COOLER FROSTY,BUSH
229,COOLER COOL,BUSH
230,COOLER SVL,SVL
231,COOLER CRYSTAL,BUSH
232,COOLER WINGS,BUSH
233,COLLER CHROME ,BUSH
234,LED 24,Pizaro
235,7800BT,Cemex
236,7800 BT,Pizaro
237,AMPLIFIRE,Pizaro
238,4545,Cemex
239,LED 32,SVL
240,7200BT,Cemex
241,WM7250,SVL WM
242,4343,Cemex
243,1818 BT,KENWA
244,401,KENWA
245,LED 32 SIMPLE,OSCORP
246,LED 32,ORSON
247,LED 24,ORSON
248,WM 8850,SVL
249,650 TRALLY,Cemex
250,6000 BT,Cemex
251,3000 BT ,KENWA
252,3000 BT ,Pizaro
253,4021,Pizaro
254,4021,Cemex
255,4021,KENWA
256,5094,Cemex
257,5094,Pizaro
258,5094,KENWA
259,GYSER  102,Pizaro
260,GYSER 101,Pizaro
261,GYSER  103,Pizaro
262,GYSER 104,Pizaro
263, SOUND BAAR 7211  ,SALORA
264,5092,Cemex
265,5092,Pizaro
266,5092 ,KENWA
267,32000BT,Pizaro
268,TOWER 210,Pizaro
269,2100BT,Cemex
270,"LED 50""",OSCORP
271,8200BT,Cemex
272,26000BT,Cemex
273,INDUCTION ,Pizaro
274,11000,Pizaro
275,DESH TOWER,KENWA
276,30000 BT,Cemex
277,13002BT,Cemex
278,4040BT,Pizaro
279,2200BT,Cemex
280,WM 8700,SVL
281,LED 55 SMART,KENWA
282,LED 55 SMART,Cemex
283,LED 55 SMART,Pizaro
284,8510,Cemex
285,4400BT,Cemex
286,CELLING FAN BUSH,BUSH
287,13001BT,Cemex
288,9110BT,Cemex
289,TRALLY 210BT ,Cemex
290,COOLER SWEET 16,BUSH
291,COOLER EAST,BUSH
292,COOLER BEST,Pizaro
293,COOLER NEW I BUSH,BUSH
294,COOLER,Pizaro
295,COOLER APEX,Pizaro
296,5858BT,Cemex
297,150-B,Cemex
298,COOLER JUMBO,BUSH
299,COOLAR SWEET 16,BUSH
300,FIGHTER COOLAR,BUSH
301,WINDOW COOLAR,BUSH
302,MATALICA,Pizaro
303,FREEZE COOLAR,Pizaro
304,BIG BOLTAN,BUSH
305,BIG BOLTAN COOLER,BUSH
306,6464BT,Pizaro
307,COOLER ROCKET,BUSH
308,COOLER RIO,BUSH
309,COOLER SWEET,BUSH
310,WM8900,SVL WM
311,COOLER CANDY ,BUSH
312,COOLER BEAST,Pizaro
313,COOLER ROBOT,Pizaro
314,2424BT,Cemex
315,2300BT,Pizaro
316,WM 9000,BUSH
317,665BT,KENWA
318,665BT,Cemex
319,665BT,Pizaro
320,COOLER WINDSOR,BUSH
321,COOLER MINT,BUSH
322,TRALLY 801,BUSH
323,10000 BT,KENWA
324,WM 8500,BUSH
325,210BT,Cemex
326,4100BT,KENWA
327,24 LED ,OSCORP
328,LED 40 ,KENWA
329,9595BT ,Pizaro
330,9595BT ,KENWA
331,SOUND BAAR,SUNSUI
332,2100 BT ,Pizaro
333,TRALLY 1212,BUSH
334,4646,Cemex
335,4646,KENWA
336,4646,Pizaro
337,4545,KENWA
338,4545,Pizaro
339,4242,KENWA
340,4242,Pizaro
341,5454BT,Pizaro
342,5454BT,KENWA
343,LED 17,OSCORP
344,LED 17,Pizaro
345,LED 17,Cemex
346,LED 24,BUSH
347,LED 24,OSCORP
348,16000BT,Cemex
349,16000BT,Pizaro
350,WM 8650,SVL
351,WM 9050,BUSH
352,4022BT ,Cemex
353,4022BT ,Pizaro
354,"LED 43""",BUSH
355,2800BT,Pizaro
356,PLANE 24 SIMPLE,NOIDA
357,PLANE 24 SMT,NOIDA
358,PLANE 32 SMT,NOIDA
359,PLANE 40 SMT,NOIDA
360,PLANE 43 SMT,NOIDA
361,144BT,Pizaro
362,820BT,Cemex
363,TRALLY 1014,Cemex
364,9000BT ,Cemex
365,801BT TRALLY,Pizaro
366,2700BT,Pizaro
367,9600BT,KENWA
368,8100BT,Cemex
369,WM 7800B,SUZIKON
370,9696BT,Pizaro
371,9898BT,Cemex
372,4141BT,Pizaro
373,7501BT,KENWA
374,9010BT,KENWA
375,9999BT,KENWA
376,8210BT,Cemex
377,LED 43,Cemex
378,7100BT,Pizaro
379,4020BT,Pizaro
380,9999BT ,Pizaro
381,9500BT,Pizaro
382,7501BT,Pizaro
383,1185,Cemex
384,5252BT,Pizaro
385,19000BT,KENWA
386,LED 24 SMT ,Pizaro
387,LED24 SMT,Cemex
388,2800BT,Cemex
389,2800BT,KENWA
390,13002BT,Pizaro
391,2200BT,Pizaro
392,9500M,Pizaro
393,LED24 SMT,KENWA
394,6092BT,Pizaro
395,9500BT,KENWA
396,7500BT,Pizaro
397,7500BT,KENWA
398,WM7250,BUSH
399,LED24 SMT,BUSH
400,19000BT,Pizaro
401,9696BT,KENWA
402,LED 55'',OSCORP
403,8100BT,Pizaro
404,8501BT,Pizaro
405,CX 24 SMT,NOIDA
406,8510,Pizaro
407,LED 24 SMT,NOIDA
408,7200BT,Pizaro
409,4031BT,KENWA
410,7878BT,Pizaro
411,13001BT,KENWA
412,4400BT,Pizaro
413,4032,KENWA
414,4032,Pizaro
415,4032,Cemex
416,9800 BT,Pizaro
417,9800 BT,Cemex
418,9800 BT,KENWA
419,4400 BT,KENWA
420,4444 BT,KENWA
421,4444 BT,Cemex
422,8100BT,KENWA
423,COOLER CROWN,BUSH
424,WM 8000,BUSH
425,WM7500,BUSH
426,5096,Cemex
427,899BT,Pizaro
428,COOLER STRONG,BUSH
429,"LED 65"" BUSH",BUSH
430,COOLER TROPHY,BUSH
431,COMMANDER COOLER,BUSH
432,4600BT,KENWA
433,4500,KENWA
434,4110BT,Pizaro
435,COOLER HARRIER,BUSH
436,9010BT,Pizaro
437,LED 19 ,OSCORP
438,COOLER GLACIAL,BUSH
439,COOLER BOLD 12,Pizaro
440,COOLER HIMALYA,Pizaro
441,8510,KENWA
442,COOLER CHILL,Pizaro
443,COOLER CROWN REM,BUSH
444,COOLER CROWNKING,BUSH
445,COOLER ELEGANCE,BUSH
446,9120BT,KENWA
447,COOLER MARC,BUSH
448,COOLER JUPITAR,BUSH
449,COOLER VICTORY,BUSH
450,COOLER EVEREST,BUSH
451,LED 55,CANAN
452,LED 40SMT,CANAN
453,COOLER CROWN CROME,BUSH
454,8200,Pizaro
455,8200,KENWA
456,820BT,Pizaro
457,820BT,KENWA
458,5810 BT,KENWA
459,5810 BT ,Cemex
460,5810BT ,Pizaro
461,COOLER FORTUNE,BUSH
462,COOLER ATOM,Pizaro
463,COOLER ANTRIKISH,BUSH
464,LED 32SMT,CANAN
465,26000BT ,Pizaro
466,COOLER SLIM REMOTE,BUSH
467,8210 BT,Pizaro
468,TRALLY 208,Cemex
469,2300,Cemex
470,5800 BT,Cemex
471,6060 BT ,KENWA
472,7777 BT,Pizaro
473,3800 BT,Pizaro
474,7777 BT,KENWA
475,7800 BT,KENWA
476,COOLER CHROMA,BUSH
477,COOLER TYPHONE,BUSH
478,WM 7200,BUSH
479,3820,Pizaro
480,3820,KENWA
481,3820,Cemex
482,7810,KENWA
483,7810,Pizaro
484,7810,Cemex
485,TRALLY 1250,Cemex
486,4820,Pizaro
487,4820,Cemex
488,4820,KENWA
489,8001,KENWA
490,8001,Pizaro
491,8501,Cemex
492,WM7000,BUSH
493,5096 ,Pizaro
494,8610,KENWA
495,8610,Pizaro
496,8610,Cemex
497,4810,KENWA
498,4810,BUSH
499,4810,Pizaro
500,4810,Cemex
501,4810,OSCORP
502,LED 43,KENWA
503,4023,Pizaro
504,4023,Cemex
505,4023,KENWA
